Record #,Field Office ,Allegation ,Date Case Opened,Year,Final Disposition
1325,PHL ,Missed Mission ,6/1/2005,2005,Letter of Counsel
1326,NYC ,Misuse of Government Property ,6/1/2005,2005,Suspension - 1 Day
1327,WFO ,Making Misstatements/False ,6/1/2005,2005,Removal
1328,LAX ,Criminal Arrest ,6/1/2005,2005,No Further Action
1329,NYC ,Misuse of Government Property ,6/2/2005,2005,Suspension - 3 Day
1330,LAX ,Loss of Equipment ,6/2/2005,2005,Letter of Counsel
1331,ORL ,Failure to Honor Just Debts ,6/2/2005,2005,Resignation
1332,NWK ,Missed Mission ,6/2/2005,2005,Verbal Counsel
1333,WFO ,Missed Mission ,6/2/2005,2005,Letter of Counsel
1334,LAX ,Loss of Equipment ,6/3/2005,2005,Letter of Reprimand
1335,NYC ,Falsification of Records ,6/3/2005,2005,Suspension - 14 Day
1336,NYC ,Falsification of Records ,6/3/2005,2005,Suspension - 14 Day
1337,HQ ,Loss of Equipment ,6/3/2005,2005,Suspension - 5 Day
1338,DAL ,Loss of Equipment ,6/6/2005,2005,Letter of Reprimand
1339,LAX ,Loss of Equipment ,6/6/2005,2005,Suspension - 1 Day
1340,NYC ,Unprofessional Conduct ,6/6/2005,2005,Suspension - 2 Day
1341,ORL ,Loss of Equipment ,6/6/2005,2005,Suspension - 2 Day
1342,DAL,Missed Mission ,6/7/2005,2005,Letter of Counsel
1343,HQ ,Loss of Equipment ,6/7/2005,2005,Letter of Counsel
1344,CHI ,Misuse of Government Travel Card ,6/25/2005,2005,Letter of Counsel
1345,MIA ,Missed Mission ,6/14/2005,2005,Suspension - 1 Day
1346,PHL ,Loss of Equipment ,6/14/2005,2005,Letter of Counsel
1347,CLE ,Failure to Follow Procedure ,6/15/2005,2005,Letter of Counsel
1348,CLE ,Failure to Follow Procedure ,6/15/2005,2005,Letter of Counsel
1349,PIT ,Loss of Equipment ,6/15/2005,2005,Letter of Counsel
1350,DAL ,Abuse of Position/Authority ,6/15/2005,2005,No Further Action
1351,DET ,Misuse of Government Travel Card ,6/15/2005,2005,Suspension - 3 Day
1352,DEN ,Missed Mission ,6/16/2005,2005,Suspension - 2 Day
1353,DEN ,Missed Mission ,6/17/2005,2005,Letter of Reprimand
1354,NYC ,Unprofessional Conduct ,6/17/2005,2005,Letter of Counsel
1355,NYC ,Missed Mission ,6/17/2005,2005,Suspension - 5 Day
1356,DEN ,Criminal Conduct ,6/17/2005,2005,Letter of Counsel
1357,HOU ,Missed Mission ,6/20/2005,2005,Suspension - 1 Day
1358,HOU ,Missed Mission ,6/20/2005,2005,Letter of Counsel
1359,CHI ,Unprofessional Conduct ,6/20/2005,2005,Resignation
1360,ATL ,Unintentional Discharge of Firearm ,6/20/2005,2005,Suspension - 3 Day
1361,ATL ,Loss of Equipment ,6/20/2005,2005,Letter of Counsel
1362,DEN ,Making Misstatements/False ,6/20/2005,2005,Resignation
1363,DET ,Missed Mission ,6/21/2005,2005,Suspension - 3 Day
1364,NWK ,Missed Mission ,6/22/2005,2005,Letter of Counsel
1365,DET ,Missed Mission ,6/22/2005,2005,No Further Action
1366,CLE ,Loss of Equipment ,6/22/2005,2005,Letter of Reprimand
1367,LAX ,SSI/Classified Material Violation ,6/22/2005,2005,No Further Action
1368,BOS ,Loss of Equipment ,6/22/2005,2005,Letter of Counsel
1369,DET,Missed Mission ,6/27/2005,2005,Letter of Reprimand
1370,HQ ,Sexual Harassment ,6/28/2005,2005,Resignation
1371,CHI ,Criminal Conduct ,6/28/2005,2005,No Further Action
1372,DET ,Loss of Equipment ,6/28/2005,2005,Letter of Counsel
1373,MIA ,Loss of Equipment ,6/28/2005,2005,Letter of Counsel
1374,MSP ,Failure to Honor Just Debts ,6/30/2005,2005,Suspension - 14 Day
1375,HOU ,Loss of Equipment ,6/30/2005,2005,Suspension - 10 Day
1376,DEN ,Loss of Equipment ,6/30/2005,2005,Suspension - 2 Day
1377,WFO ,Loss of Equipment ,6/30/2005,2005,Letter of Counsel
1378,ATL ,Missed Mission ,6/30/2005,2005,Letter of Reprimand
1379,NYC ,Unprofessional Conduct ,7/1/2005,2005,Removal
1380,HOU ,Loss of Equipment ,7/5/2005,2005,Letter of Reprimand
1381,MSP ,Criminal Arrest ,7/5/2005,2005,Removal
1382,CHI ,Loss of Equipment ,7/6/2005,2005,Letter of Reprimand
1383,CHI ,Loss of Equipment ,7/6/2005,2005,Letter of Reprimand
1384,HOU ,Loss of Equipment ,7/7/2005,2005,Letter of Reprimand
1385,,Management Inquiry ,7/7/2005,2005,No Further Action
1386,CLT ,Failure to Follow Procedure ,7/14/2005,2005,Letter of Reprimand
1387,CLT ,Loss of Equipment ,7/14/2005,2005,Letter of Counsel
1388,CLT ,Loss of Equipment ,7/14/2005,2005,Letter of Counsel
1389,DAL ,Making Misstatements/False ,7/14/2005,2005,Removal
1390,LAX ,Loss of Equipment ,7/14/2005,2005,Suspension - 1 Day
1391,DET ,Loss of Equipment ,7/14/2005,2005,Letter of Reprimand
1392,MSP ,Sleeping on Duty ,7/14/2005,2005,Letter of Counsel
1393,DET ,Unprofessional Conduct ,7/14/2005,2005,Letter of Reprimand
1394,CLT ,Failure to Follow Procedure ,7/14/2005,2005,Suspension - 3 Day
1395,CLT ,Failure to Follow Procedure ,7/14/2005,2005,Suspension - 2 Day
1396,ATL ,Failure to Follow Procedure ,7/14/2005,2005,No Further Action
1397,DEN ,Failure to Follow Instruction ,7/14/2005,2005,Resignation
1398,WFO ,Sick Leave Violation ,7/14/2005,2005,Removal
1399,MSP ,Failure to Follow Procedure ,7/15/2005,2005,Letter of Reprimand
1400,LAX ,Miscellaneous ,7/19/2005,2005,No Further Action
1401,PHL ,Failure to Honor Just Debts ,7/18/2005,2005,Suspension - 14 Day
1402,LAS ,Absent Without Leave ,7/19/2005,2005,Verbal Counsel
1403,LAS ,Loss of Equipment ,7/19/2005,2005,Letter of Counsel
1404,WFO ,Failure to Honor Just Debts ,7/19/2005,2005,Suspension - 3 Day
1405,LAX ,Loss of Equipment ,7/21/2005,2005,Letter of Counsel
1406,DAL ,Missed Mission ,7/21/2005,2005,Letter of Reprimand
1407,DAL,Missed Mission ,7/21/2005,2005,Letter of Reprimand
1408,MSP ,Falsification of Records ,7/21/2005,2005,Letter of Reprimand
1409,HOU ,Loss of Equipment ,7/21/2005,2005,Letter of Counsel
1410,PHL ,Loss of Equipment ,7/27/2005,2005,Suspension - 2 Day
1411,WFO ,Loss of Equipment ,7/27/2005,2005,Letter of Counsel
1412,DAL ,Failure to Follow Procedure ,7/27/2005,2005,Letter of Reprimand
1413,NYC ,Loss of Equipment ,7/27/2005,2005,Letter of Counsel
1414,HOU ,Loss of Equipment ,7/27/2005,2005,Letter of Counsel
1415,DAL ,Sick Leave Violation ,7/27/2005,2005,Letter of Reprimand
1416,WFO ,"Fighting, Threatening, or Intimidating ",7/27/2005,2005,Suspension - 10 Day
1417,NYC ,Missed Mission ,7/27/2005,2005,Suspension - 6 Day
1418,NYC ,Failure to Follow Procedure ,7/28/2005,2005,Suspension - 1 Day
1419,NYC ,Failure to Follow Procedure ,7/28/2005,2005,Suspension - 1 Day
1420,CLE,Unprofessional Conduct ,7/28/2005,2005,Suspension - 1 Day
1421,DAL ,Missed Mission ,7/28/2005,2005,Letter of Counsel
1422,HOU ,Loss of Equipment ,7/28/2005,2005,Letter of Counsel
1423,DET ,Miscellaneous ,7/28/2005,2005,Letter of Reprimand
1424,DET ,Unprofessional Conduct ,8/1/2005,2005,Letter of Reprimand
1425,DAL,Unprofessional Conduct ,8/1/2005,2005,Letter of Counsel
1426,DEN ,Loss of Equipment ,8/1/2005,2005,Resignation
1427,HOU ,Missed Mission ,8/1/2005,2005,Letter of Counsel
1428,NWK ,Loss of Equipment ,8/1/2005,2005,Suspension - 14 Day
1429,DAL ,Management Inquiry ,8/3/2005,2005,No Further Action
1430,BOS ,Absent Without Leave ,8/3/2005,2005,Suspension - 5 Day
1431,NWK ,Loss of Equipment ,8/3/2005,2005,Letter of Reprimand
1432,PIT ,Loss of Equipment ,8/3/2005,2005,Letter of Counsel
1433,WFO ,Failure to Follow Instruction ,8/9/2005,2005,Suspension - 5 Day
1434,PHL ,Missed Mission ,8/9/2005,2005,Letter of Reprimand
1435,HQ ,Misuse of Government Property ,8/9/2005,2005,Suspension - 3 Day
1436,DAL ,Failure to Follow Procedure ,8/9/2005,2005,Letter of Counsel
1437,WFO ,Making Misstatements/False ,6/9/2005,2005,Resignation
1438,PHL ,Failure to Follow Procedure ,8/11/2005,2005,Letter of Reprimand
1439,CHI ,Failure to Follow Procedure ,8/11/2005,2005,Letter of Reprimand
1440,MIA ,Missed Mission ,8/12/2005,2005,Suspension - 5 Day
1441,CLT ,Failure to Follow Procedure ,8/12/2005,2005,Letter of Reprimand
1442,LAS ,Loss of Equipment ,8/16/2005,2005,Suspension - 1 Day
1443,N/A ,SSI/Classified Material Violation ,8/16/2005,2005,No Further Action
1444,CIN ,Making Misstatements/False ,8/17/2005,2005,Resignation
1445,DET,Sleeping on Duty ,8/17/2005,2005,Suspension - 1 Day
1446,MSP ,Loss of Equipment ,8/17/2005,2005,Letter of Counsel
1447,ORL ,Failure to Follow Procedure ,8/18/2005,2005,Removal
1448,CHI ,Missed Mission ,8/18/2005,2005,Resignation
1449,CHI ,Missed Mission ,8/18/2005,2005,Letter of Reprimand
1450,WFO ,Failure to Follow Procedure ,8/24/2005,2005,Letter of Reprimand
1451,DET ,Missed Mission ,8/24/2005,2005,Letter of Reprimand
1452,HOU ,Loss of Equipment ,8/24/2005,2005,Letter of Reprimand
1453,SEA ,Missed Mission ,8/24/2005,2005,Letter of Counsel
1454,PHL ,Failure to Honor Just Debts ,8/25/2005,2005,Suspension - 7 Day
1455,NYC ,Missed Mission ,8/25/2005,2005,Letter of Reprimand
1456,NYC ,Missed Mission ,8/25/2005,2005,Suspension - 3 Day
1457,CHI ,Misuse of Government Property ,8/25/2005,2005,Suspension - 2 Day
1458,ATL ,Misuse of Government Vehicle ,8/25/2005,2005,No Further Action
1459,DET ,Failure to Follow Procedure ,8/25/2005,2005,Letter of Counsel
1460,NYC ,Falsification of Records ,8/26/2005,2005,No Further Action
1462,PHL ,Failure to Follow Procedure ,8/30/2005,2005,Suspension - 5 Day
1463,PHL ,Loss of Equipment ,8/31/2005,2005,Suspension - 3 Day
1464,ORL ,Unprofessional Conduct ,8/31/2005,2005,Removal
1465,NYC ,Missed Mission ,8/31/2005,2005,Letter of Reprimand
1466,PIT ,Missed Mission ,9/1/2005,2005,Resignation
1467,PHL ,Failure to Follow Instruction ,9/7/2005,2005,Suspension - 3 Day
1468,NYC ,Failure to Follow Procedure ,9/8/2005,2005,Suspension - 1 Day
1469,LAS ,Criminal Arrest ,9/8/2005,2005,Removal
1470,WFO ,Missed Mission ,9/15/2005,2005,Suspension - 5 Day
1471,ATL ,Misuse of Government Travel Card ,9/15/2005,2005,Resignation
1472,DET ,Sick Leave Violation ,9/18/2005,2005,Resignation
1473,DAL ,SSI/Classified Material Violation ,9/15/2005,2005,No Further Action
1474,WFO ,Missed Mission ,9/15/2005,2005,Letter of Reprimand
1475,MSP,SSI/Classified Material Violation ,9/15/2005,2005,Letter of Reprimand
1476,LAS ,Loss of Equipment ,9/15/2005,2005,Letter of Counsel
1477,NYC ,Unprofessional Conduct ,9/19/2005,2005,Letter of Reprimand
1478,WFO ,Loss of Equipment ,9/19/2005,2005,Letter of Reprimand
1479,DAL,Missed Mission ,9/19/2005,2005,Letter of Counsel
1480,DAL ,Neglect of Duty ,9/19/2005,2005,Letter of Counsel
1481,LAX ,Loss of Equipment ,9/21/2005,2005,Suspension - 3 Day
1482,ATL ,Loss of Equipment ,9/21/2005,2005,Removal
1483,BOS ,Failure to Follow Procedure ,9/21/2005,2005,Suspension - 3 Day
1484,DEN ,Missed Mission ,9/23/2005,2005,Letter of Counsel
1485,DAL ,Loss of Equipment ,9/23/2005,2005,Letter of Reprimand
1486,PHL ,Loss of Equipment ,9/26/2005,2005,No Further Action
1487,CLE ,Criminal Arrest ,9/19/2005,2005,Resignation
1488,CLT ,Missed Mission ,9/26/2005,2005,Letter of Counsel
1489,CLT ,Missed Mission ,9/26/2005,2005,Letter of Counsel
1490,NWK ,Unprofessional Conduct ,9/26/2005,2005,Suspension - 3 Day
1491,NYC ,Abuse of Position/Authority ,9/27/2005,2005,Resignation
1492,PHL ,Criminal Arrest ,9/27/2005,2005,Letter of Reprimand
1493,MIA ,Making Misstatements/False ,9/27/2005,2005,Removal
1494,NWK ,Absent Without Leave ,9/27/2005,2005,Letter of Counsel
1495,PHL ,Unprofessional Conduct ,9/27/2005,2005,No Further Action
1496,PIT ,Loss of Equipment ,10/4/2005,2005,Letter of Reprimand
1497,DET ,Loss of Equipment ,10/4/2005,2005,Letter of Reprimand
1498,CHI ,Making Misstatements/False ,10/4/2005,2005,Resignation
1499,NYC ,Criminal Arrest ,10/4/2005,2005,Resignation
1500,MIA ,Missed Mission ,10/4/2005,2005,Suspension - 3 Day
1501,DAL,Missed Mission ,10/5/2005,2005,Letter of Counsel
1502,DEN ,Unprofessional Conduct ,10/5/2005,2005,Verbal Counsel
1503,CLE ,Missed Mission ,10/5/2005,2005,Letter of Reprimand
1504,MSP ,Loss of Equipment ,10/5/2005,2005,Suspension - 5 Day
1505,CHI ,Making Misstatements/False ,10/5/2005,2005,Suspension - 1 Day
1506,MSP ,SSI/Classified Material Violation ,10/5/2005,2005,Letter of Reprimand
1507,LAS ,Loss of Equipment ,10/5/2005,2005,Letter of Counsel
1508,NWK ,Loss of Equipment ,10/5/2005,2005,Letter of Counsel
1509,HOU ,Victim Case ,10/6/2005,2005,Letter of Counsel
1510,PHL ,Missed Mission ,10/6/2005,2005,Letter of Counsel
1511,PHL ,Missed Mission ,10/6/2005,2005,Letter of Counsel
1512,MIA ,Absent Without Leave ,10/6/2005,2005,Resignation
1513,PIT ,Loss of Equipment ,10/12/2005,2005,Letter of Counsel
1514,ATL ,Loss of Equipment ,10/12/2005,2005,Letter of Counsel
1515,ATL ,Sick Leave Violation ,10/13/2005,2005,Suspension - 3 Day
1516,PHL ,Failure to Follow Procedure ,10/13/2005,2005,Letter of Reprimand
1517,HOU ,Criminal Arrest ,10/13/2005,2005,Resignation
1518,PHL ,Misuse of Government Property ,10/13/2005,2005,Letter of Reprimand
1519,CLT ,Loss of Equipment ,10/13/2005,2005,Letter of Counsel
1520,LAS ,Failure to Follow Procedure ,10/20/2005,2005,No Further Action
1521,ORL ,Miscellaneous ,10/20/2005,2005,Suspension - 5 Day
1522,DEN ,Failure to Honor Just Debts ,10/20/2005,2005,Suspension - 14 Day
1523,MSP,Missed Mission ,10/20/2005,2005,Letter of Counsel
1524,NYC ,Failure to Follow Procedure ,10/20/2005,2005,Letter of Reprimand
1525,DEN ,Failure to Honor Just Debts ,10/20/2005,2005,Resignation
1526,CHI ,Criminal Conduct ,10/20/2005,2005,No Further Action
1527,PHL ,Missed Mission ,10/20/2005,2005,Letter of Counsel
1528,PHL ,Missed Mission ,10/20/2005,2005,Letter of Counsel
1529,PHL ,Missed Mission ,10/20/2005,2005,Suspension - 7 Day
1530,LAS ,Loss of Equipment ,10/21/2005,2005,Letter of Counsel
1531,HOU ,Absent Without Leave ,10/21/2005,2005,Letter of Counsel
1532,DEN ,Failure to Honor Just Debts ,10/21/2005,2005,Letter of Reprimand
1533,DEN ,Failure to Honor Just Debts ,10/21/2005,2005,Suspension - 7 Day
1534,ATL ,Loss of Equipment ,10/21/2005,2005,Letter of Counsel
1535,NWK ,Making Misstatements/False ,10/21/2005,2005,Suspension - 2 Day
1536,DEN ,Missed Mission ,10/26/2005,2005,Letter of Reprimand
1537,DEN ,Missed Mission ,10/26/2005,2005,Letter of Counsel
1538,LAS ,Failure to Follow Procedure ,10/26/2005,2005,No Further Action
1539,LAX ,Absent Without Leave ,10/26/2005,2005,Letter of Counsel
1540,PIT ,Loss of Equipment ,10/26/2005,2005,Letter of Counsel
1541,DAL ,Absent Without Leave ,10/27/2005,2005,Suspension - 2 Day
1542,CLE ,Loss of Equipment ,10/27/2005,2005,Letter of Counsel
1543,PIT ,Failure to Honor Just Debts ,10/27/2005,2005,Suspension - 10 Day
1544,CLE ,Loss of Equipment ,10/27/2005,2005,Letter of Counsel
1545,LAS ,Failure to Follow Instruction ,10/31/2005,2005,No Further Action
1546,PHL ,Loss of Equipment ,10/31/2005,2005,Suspension - 3 Day
1547,CLT ,Unprofessional Conduct ,10/31/2005,2005,No Further Action
1548,NYC ,"Fighting, Threatening, or Intimidating ",10/31/2005,2005,Suspension - 3 Day
1549,DEN ,Failure to Honor Just Debts ,10/31/2005,2005,Resignation
1550,LAS ,Loss of Equipment ,11/1/2005,2005,Suspension - 1 Day
1551,DAL ,Failure to Follow Procedure ,11/3/2005,2005,Letter of Reprimand
1552,DAL ,Failure to Follow Procedure ,11/3/2005,2005,Letter of Reprimand
1553,DAL ,Failure to Follow Procedure ,11/3/2005,2005,Letter of Reprimand
1554,DAL ,Loss of Equipment ,11/3/2005,2005,Suspension - 3 Day
1555,CLE ,Loss of Equipment ,11/4/2005,2005,Letter of Counsel
1556,HOU ,Criminal Arrest ,11/4/2005,2005,Removal
1557,NYC ,Failure to Follow Procedure ,11/7/2005,2005,No Further Action
1558,CIN,Loss of Equipment ,11/7/2005,2005,Letter of Counsel
1559,NWK ,Failure to Honor Just Debts ,11/7/2005,2005,Letter of Counsel
1560,DEN ,Missed Mission ,11/7/2005,2005,Suspension - 5 Day
1561,PHL ,Misuse of Government Travel Card ,11/7/2005,2005,Suspension - 14 Day
1562,ATL ,Failure to Follow Procedure ,11/7/2005,2005,No Further Action
1564,SEA ,Unprofessional Conduct ,11/9/2005,2005,Suspension - 3 Day
1565,PIT ,Loss of Equipment ,11/9/2005,2005,Letter of Counsel
1566,LAS ,Making Misstatements/False ,11/9/2005,2005,Removal
1567,CLT ,Loss of Equipment ,11/14/2005,2005,Letter of Counsel
1568,NYC ,Missed Mission ,11/14/2005,2005,Suspension - 1 Day
1569,ATL ,Unprofessional Conduct ,11/14/2005,2005,Letter of Counsel
1570,DAL ,Sick Leave Violation ,11/14/2005,2005,Letter of Counsel
1571,HOU ,Missed Mission ,11/15/2005,2005,Letter of Counsel
1572,CIN ,Unprofessional Conduct ,11/15/2005,2005,Last Chance Agreement
1573,LAS ,Failure to Follow Instruction ,11/16/2005,2005,Suspension - 5 Day
1574,DET ,Missed Mission ,11/16/2005,2005,Letter of Counsel
1575,HQ ,Miscellaneous ,11/17/2005,2005,No Further Action
1576,LAS ,Loss of Equipment ,11/17/2005,2005,Letter of Counsel
1577,DAL ,Missed Mission ,11/17/2005,2005,Letter of Reprimand
1578,DET ,Missed Mission ,11/17/2005,2005,Letter of Counsel
1579,DEN ,Missed Mission ,11/17/2005,2005,Letter of Counsel
1580,WFO ,Unprofessional Conduct ,11/21/2005,2005,Suspension - 7 Day
1581,WFO ,Unprofessional Conduct ,11/21/2005,2005,Verbal Counsel
1582,MIA ,Missed Mission ,11/21/2005,2005,Letter of Reprimand
1583,MIA ,Missed Mission ,11/21/2005,2005,Letter of Reprimand
1584,CLT ,Failure to Follow Procedure ,11/21/2005,2005,Suspension - 14 Day
1585,CHI ,Sick Leave Violation ,11/21/2005,2005,Letter of Counsel
1586,NYC ,Failure to Follow Procedure ,11/21/2005,2005,Suspension - 1 Day
1587,MIA ,Missed Mission ,11/21/2005,2005,Letter of Counsel
1588,DAL ,Misuse of Government Travel Card ,11/21/2005,2005,Letter of Reprimand
1589,DAL ,Loss of Equipment ,11/22/2005,2005,Suspension - 5 Day
1590,DEN ,Missed Mission ,11/23/2005,2005,Letter of Reprimand
1591,NYC ,Misuse of Government Property ,11/23/2005,2005,Suspension - 3 Day
1592,LAS ,Sick Leave Violation ,11/23/2005,2005,Letter of Counsel
1593,LAX ,Failure to Follow Procedure ,11/23/2005,2005,Letter of Reprimand
1594,LAX ,Loss of Equipment ,11/23/2005,2005,Letter of Counsel
1595,HOU ,International Security Screening ,11/28/2005,2005,Letter of Counsel
1596,CLE ,Loss of Equipment ,11/28/2005,2005,Suspension - 1 Day
1597,DAL ,Failure to Follow Procedure ,11/28/2005,2005,Suspension - 4 Day
1598,CIN ,Loss of Equipment ,11/28/2005,2005,No Further Action
1599,ATl ,Missed Mission ,11/28/2005,2005,Letter of Reprimand
1600,HQ ,Management Inquiry ,11/30/2005,2005,No Further Action
1601,BOS ,Loss of Equipment ,11/30/2005,2005,Letter of Reprimand
1602,ATL ,Criminal Arrest ,11/30/2005,2005,Removal
1603,NYC ,Misuse of Government Property ,11/30/2005,2005,Suspension - 1 Day
1604,PHL ,Misuse of Government Travel Card ,11/30/2005,2005,No Further Action
1605,PHL ,Misuse of Government Vehicle ,11/30/2005,2005,No Further Action
1606,PHL ,Misuse of Government Vehicle ,11/30/2005,2005,No Further Action
1607,PHL ,Misuse of Government Vehicle ,11/30/2005,2005,No Further Action
1609,BOS ,Absent Without Leave ,12/1/2005,2005,Suspension - 2 Day
1610,LAS ,Missed Mission ,12/6/2005,2005,Letter of Reprimand
1611,DEN ,Missed Mission ,12/6/2005,2005,Suspension - 5 Day
1612,CIN ,Failure to Follow Procedure ,12/6/2005,2005,Letter of Counsel
1613,CIN ,Failure to Follow Procedure ,12/6/2005,2005,Letter of Reprimand
1614,HQ ,Criminal Arrest ,12/6/2005,2005,No Further Action
1615,DAL ,Neglect of Duty ,12/6/2005,2005,Suspension - 14 Day
1616,DAL,Neglect of Duty ,12/6/2005,2005,Suspension - 3 Day
1617,LAS ,International Security Screening ,12/6/2005,2005,Letter of Counsel
1618,PHL ,Failure to Follow Procedure ,12/6/2005,2005,Letter of Counsel
1619,PHL ,Failure to Follow Procedure ,12/6/2005,2005,Letter of Counsel
1620,DAL ,Missed Mission ,12/6/2005,2005,Letter of Counsel
1621,NYC ,Failure to Follow Procedure ,12/6/2005,2005,Suspension - 1 Day
1622,PHL ,Failure to Follow Procedure ,12/6/2005,2005,Verbal Counsel
1623,DAL ,Drug Policy Violation ,12/9/2005,2005,Resignation
1624,NYC ,Missed Mission ,12/9/2005,2005,Letter of Reprimand
1625,HOU ,Sick Leave Violation ,12/9/2005,2005,Letter of Counsel
1626,DET ,Loss of Equipment ,12/9/2005,2005,Suspension - 1 Day
1627,CLT ,Sick Leave Violation ,12/9/2005,2005,Suspension - 3 Day
1628,DET ,Missed Mission ,12/9/2005,2005,Letter of Counsel
1629,DET ,Missed Mission ,12/9/2005,2005,Letter of Counsel
1630,DAL ,Criminal Arrest ,12/12/2005,2005,Resignation
1631,ATl ,Missed Mission ,12/12/2005,2005,Suspension - 3 Day
1632,DET,Failure to Honor Just Debts ,12/12/2005,2005,Suspension - 3 Day
1633,MIA ,Missed Mission ,12/13/2005,2005,Suspension - 3 Day
1634,MIA ,Loss of Equipment ,12/13/2005,2005,Suspension - 1 Day
1635,LAS ,Unprofessional Conduct ,12/13/2005,2005,Letter of Reprimand
1636,HOU ,Making Misstatements/False ,12/14/2005,2005,Removal
1637,HOU ,Absent Without Leave ,12/14/2005,2005,Resignation
